title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
The Cloverfield Paradox,2018,TV-MA,5.6,"61,445",248,472,205,102,"Horror, Mystery, Sci-Fi, Thriller",English,USA,4 February 2018 (USA),Bad Robot,Color,"In the near future, there is an energy crisis on Earth. The Cloverfield Station with a multinational crew will test the Shepard particle accelerator expecting to generate energy for all countries solving the energy problem. However, the experiment goes wrong, damages the station and opens a portal to another dimension with a parallel Earth. They also find a woman entwined with wires behind a bulkhead of the station and they learn she worked in an identical Cloverfield Station in another dimension. Now the scientists need to find a way to return to their own dimension.","https://ia.media-imdb.com/images/M/MV5BMTAwOTIxMDA0MjZeQTJeQWpwZ15BbWU4MDg1MjgzNzQz._V1_UX182_CR0,0,182,268_AL_.jpg",Julius Onah,"Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,John Ortiz,Chris O'Dowd,Aksel Hennie,Ziyi Zhang,Elizabeth Debicki,Roger Davies,Clover Nee,Jordan Rivera,Michael Stokes III,Celeste Clark,Nathan Oliver,Donal Logue","$26,000,000",,,
Double Date,2017,,6.3,674,230,8,23,89,"Comedy, Horror",English,UK,13 October 2017 (UK),Dignity Film Finance,Color,"Meet innocent Jim, terrified of girls, and on a reluctant quest to prove his manhood the night before he turns 30. He and his cocky friend Alex think they've hit the jackpot when they meet the beautiful siblings Kitty and Lulu, who seem up for anything on a wild party-fuelled night. But little do they know that the femmes fatales want to make Jim lose much more than just his virginity - Getting laid has never been so bloody difficult.","https://ia.media-imdb.com/images/M/MV5BNjA5ZGNmMDYtYTBiNi00YTk5LWI2MzUtNjYzZjliZjk5ZjZmXkEyXkFqcGdeQXVyNTI1MDU0MzM@._V1_UY268_CR1,0,182,268_AL_.jpg",Benjamin Barfoot,"Danny Morgan,Georgia Groome,Michael Socha,Kelly Wenham,Dougie Poynter,Brooke Norbury,Maria Barr,Tanika Beckford,Benny Bereal,Kerrieanne Booker,Sarah Carmen,Rosie Cavaliero,Charley Clark,Georgia Elliott,Jasmine Geohagen",,,,
Friday the 13th,1980,R,6.5,"96,687",219,690,196,95,"Horror, Mystery, Thriller",English,USA,9 May 1980 (USA),Paramount Pictures,Color,"One summer at Camp Crystal Lake, a group of young counselors begin to get ready to lead campers. Unfortunately for the former, someone isn't happy about what's going on in the camp and enjoys playing kill the counselor. As bodies fall to the ground in the camp, no one is safe.","https://ia.media-imdb.com/images/M/MV5BNWMxYTYzYWQtNGZmNy00MTg5LTk1N2MtNzQ5NjQxYjQ5NTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Sean S. Cunningham,"Betsy Palmer,Adrienne King,Jeannine Taylor,Robbi Morgan,Kevin Bacon,Harry Crosby,Laurie Bartram,Mark Nelson,Peter Brouwer,Rex Everhart,Ronn Carroll,Ron Millkie,Walt Gorney,Willie Adams,Debra S. Hayes","$550,000","$5,816,321","$39,754,601","$59,754,601"
The Dark Tower,2017,PG-13,5.7,"86,622",217,543,317,95,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western",English,USA,4 August 2017 (USA),Sony Pictures Entertainment (SPE),Color,"The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter O'Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black.","https://ia.media-imdb.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_UX182_CR0,0,182,268_AL_.jpg",Nikolaj Arcel,"Matthew McConaughey,Idris Elba,Tom Taylor,Dennis Haysbert,Ben Gavin,Claudia Kim,Jackie Earle Haley,Fran Kranz,Abbey Lee,Katheryn Winnick,Nicholas Pauling,Michael Barbieri,José Zúñiga,Nicholas Hamilton,Inge Beckmann","$60,000,000","$19,153,698","$50,701,325,","$71,873,047,"
The Ritual,2017,TV-MA,6.3,"30,017",209,165,121,94,Horror,Swedish,UK,9 February 2018 (USA),Entertainment One,Color,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.","https://ia.media-imdb.com/images/M/MV5BMjAzMzAyMDI4Ml5BMl5BanBnXkFtZTgwODMwOTY2NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",David Bruckner,"Rafe Spall,Arsher Ali,Robert James-Collier,Sam Troughton,Paul Reid,Matthew Needham,Jacob James Beswick,Maria Erwolter,Hilary Reeves,Peter Liddell,Francesca Mula,Kerri McLean,Gheorghe Mezei,Adriana Macsut,Constantin Codrea",,,,"$1,056,376"
Ghostland,2018,,6.6,859,201,11,26,91,Horror,English,France,19 April 2018 (USA),5656 Films,Color,"The story follows a mother of two who inherits a home from her Aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters lives. Sixteen years later when the daughters reunite at the house, and that is when things get strange.","https://ia.media-imdb.com/images/M/MV5BYmRkYjhmNzUtZDc1YS00NzM3LWI3N2UtZDBlOTUyMzIzYjdiXkEyXkFqcGdeQXVyNjkxMzgzODU@._V1_UY268_CR8,0,182,268_AL_.jpg",Pascal Laugier,"Crystal Reed,Mylène Farmer,Anastasia Phillips,Emilia Jones,Taylor Hickson,Kevin Power,Rob Archer,Mariam Bernstein,Alicia Johnston,Ernesto Griffith,Adam Hurtig,Denis Cozzi,Sharon Bajer,Tony Braga,Paul Titley",,,,
Veronica,2017,TV-MA,6.2,"17,540",194,100,81,105,"Drama, Horror",Spanish,Spain,25 August 2017 (Spain),Apaches Entertainment,Color,"Madrid, June of 1991. Verónica is a teenage girl surpassed by the circumstances after her father died recently, her mother works in a bar all day and she must care for her three siblings, twin girls Lucía and Irene and the youngest Antoñito. Still mourning for her father's death, Verónica decides to play Ouija with her friends Rosa and Diana, taking advantage a total solar eclipse where all classmates and teachers are on the school's rooftop watching it. Alone in the cellar, the girls try to contact their recent deceased family members, but the session goes wrong and something happens to Verónica. She hid from her mother what has happened, Verónica starts to feel strange presences inside the house and fears that these ghosts are a threat to any of her siblings. Advised by Sister Narcisa (nicknamed by the children as Sister Death) about the sinister spirit which is close to her, Verónica looking for a way to break the contact with the ghost and save everyone, suffering hallucinations ...","https://ia.media-imdb.com/images/M/MV5BMmRkMDQzYzItZDFhMS00YzM1LTk0ZGMtZmExMzdiNzEwOTE4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR3,0,182,268_AL_.jpg",Paco Plaza,"Sandra Escacena,Bruna González,Claudia Placer,Iván Chavero,Ana Torrent,Consuelo Trujillo,Ángela Fabián,Carla Campra,Chema Adeva,Miranda Gas,Luis Rallo,Nayara Feito,Carlos Cristino,Gema Matarranz,Samuel Romero",,,,
The Nun,2018,",",,,172,,,,"Horror, Mystery, Thriller",English,USA,7 September 2018 (USA),Atomic Monster,Color,A priest named Father Burke is sent to Romania to investigate the mysterious death of a nun.,,Corin Hardy,"Taissa Farmiga,Bonnie Aarons,Charlotte Hope,Demián Bichir,Jonny Coyne,Ingrid Bisu,August Maturo,Emma Appleton,Sandra Rosko,Mark Steger,Simon Rhee,Jonas Bloquet,Sandra Teles,Lourdes Nadres,Boiangiu Alma",,,,
The Titan,2018,TV-MA,4.9,"11,338",18,309,29,97,"Sci-Fi, Thriller",English,UK,30 March 2018 (USA),42,Color,A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.,"https://ia.media-imdb.com/images/M/MV5BMjE4NDc5MDU2NV5BMl5BanBnXkFtZTgwNDI1ODEyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Lennart Ruff,"Sam Worthington,Taylor Schilling,Tom Wilkinson,Agyness Deyn,Nathalie Emmanuel,Noah Jupe,Corey Johnson,Aleksandar Jovanovic,Diego Boneta,Aaron Heffernan,Alex Lanipekun,Naomi Battrick,Steven Cree,Nathalie Poza,Francesc Garrido",,,,
House            ,,TV-14,8.8,"350,261",125,471,64,44,"Drama, Mystery",English,USA,16 November 2004 (USA),Heel & Toe Films,Color,"The series follows the life of anti-social, pain killer addict, witty and arrogant medical doctor Gregory House with only half a muscle in his right leg. He and his team of medical doctors try to cure complex and rare diseases from very ill ordinary people in the United States of America.","https://ia.media-imdb.com/images/M/MV5BMjE2NzcxOTAyM15BMl5BanBnXkFtZTcwOTYyMjI5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",David Shore,"Hugh Laurie,Omar Epps,Robert Sean Leonard,Jesse Spencer,Lisa Edelstein,Bobbin Bergstrom,Jennifer Morrison,Peter Jacobson,Olivia Wilde",,,,
Imposters            ,,TV-14,7.8,"5,121",116,34,6,41,"Comedy, Drama, Mystery",English,USA,2017 (USA),,Color,"Con artist Maddie is as beautiful as she is dangerous. Over the years, she has left a trail of unwitting victims who become tormented upon realizing that they have been used and robbed of everything -- including their hearts. Her latest assignment threatens to be derailed, though, when she meets Patrick, a potential love interest. Further complicating Maddie's work are three former targets -- Ezra, Richard and Jules -- who realize they have been scammed by the same woman and team up to track her down. When the victims choose to embark on the quest, they don't realize that they must face their own truths and find new versions of themselves along the way.","https://ia.media-imdb.com/images/M/MV5BNzYzMTY2MzYyNF5BMl5BanBnXkFtZTgwMjE2NDMzNTM@._V1_UY268_CR1,0,182,268_AL_.jpg",Paul Adelstein,"Inbar Lavi,Rob Heaps,Parker Young,Marianne Rendón,Stephen Bishop,Brian Benben,Ray Proscia,Adam Korson,Chastity Dotson,Denise Dowse,Katherine LaNasa,Aaron Douglas,Samuel Patrick Chu,BJ Harrison,Brandyn Eddy",,,,
Spinning Man,2018,R,5.5,"1,271",54,18,11,100,"Drama, Mystery, Thriller",English,Ireland,6 April 2018 (USA),Chimney,Color,"Evan Birch is a family man and esteemed professor at a distinguished college, where his charm and reputation have made his philosophy class very popular. When a female student named Joyce goes missing, Evan's previous off-campus dalliances make his wife question his alibi. Gruff police Detective Malloy has even more reason to be suspicious when crucial evidence makes Evan the prime suspect in Joyce's disappearance. Suddenly, the questions Evan faces aren't merely academic - they're a matter of life or death.","https://ia.media-imdb.com/images/M/MV5BMTAyODY2MzUxNTFeQTJeQWpwZ15BbWU4MDc0NzM2NzQz._V1_UX182_CR0,0,182,268_AL_.jpg",Simon Kaijser,"Odeya Rush,Alexandra Shipp,Guy Pearce,Pierce Brosnan,Minnie Driver,Clark Gregg,Jamie Kennedy,Freya Tingley,Carlo Rota,Sterling Beaumon,Annie Monroe,Natasha Bassett,Sean Blakemore,RJ Walker,Noah Salsbury Lipson","$8,500,000",,,
Blade Runner 2049,2017,R,8.1,"282,958",53,"1,664",563,164,"Drama, Mystery, Sci-Fi, Thriller",English,USA,6 October 2017 (USA),Alcon Entertainment,Color,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K (Ryan Gosling), unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former LAPD blade runner who has been missing for 30 years.","https://ia.media-imdb.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Denis Villeneuve,"Ryan Gosling,Dave Bautista,Robin Wright,Mark Arnold,Vilma Szécsi,Ana de Armas,Wood Harris,David Dastmalchian,Tómas Lemarquis,Sylvia Hoeks,Edward James Olmos,Jared Leto,Sallie Harmsen,Hiam Abbass,Mackenzie Davis","$150,000,000","$32,753,122","$92,054,159,",
The X-Files            ,,TV-14,8.7,"173,158",82,382,148,45,"Drama, Mystery, Sci-Fi, Thriller",English,Canada,10 September 1993 (USA),Ten Thirteen Productions,Color,"Two FBI agents, Fox Mulder and Dana Scully work in an unassigned detail of the bureau called the X-Files investigating cases dealing with unexplained paranormal phenomena. Mulder, a true believer, and Scully, a skeptic, perceive their cases from stand points of science and the paranormal.","https://ia.media-imdb.com/images/M/MV5BNzE4Njg5ODk0OV5BMl5BanBnXkFtZTgwOTU0MzAyNDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Chris Carter,"Gillian Anderson,David Duchovny,Mitch Pileggi","$1,500,000",,,
Fifty Shades Freed,2018,R,4.4,"21,840",97,129,152,105,"Drama, Romance, Thriller",English,USA,9 February 2018 (USA),Universal Pictures,Color,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.","https://ia.media-imdb.com/images/M/MV5BODI2ZmM5MzMtOWZiMC00ZGE3LTk3MWEtY2U0ZjE3ZWJlNDEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",James Foley,"Dakota Johnson,Jamie Dornan,Eric Johnson,Eloise Mumford,Rita Ora,Luke Grimes,Victor Rasuk,Max Martini,Jennifer Ehle,Marcia Gay Harden,Bruce Altman,Arielle Kebbel,Callum Keith Rennie,Robinne Lee,Brant Daugherty","$55,000,000","$38,560,195","$100,407,760","$368,307,760"
The Handmaid's Tale            ,,TV-MA,8.6,"61,843",61,233,60,60,"Drama, Sci-Fi",English,USA,26 April 2017 (USA),MGM Television,Color,"A religion-based autocracy has taken over most of the United States, renaming the country Gilead. In this country women are second-class citizens. Anyone trying to escape is punished. One such person is June, who is captured while trying to escape with her husband and child and is sentenced to be a handmaid, bearing children for childless government officials. As a handmaid, June is renamed Offred. This is her story.","https://ia.media-imdb.com/images/M/MV5BMTU0MTI0MDAyM15BMl5BanBnXkFtZTgwMDg5MzYyNTM@._V1_UY268_CR0,0,182,268_AL_.jpg",Bruce Miller,"Elisabeth Moss,Yvonne Strahovski,Max Minghella,Amanda Brugel,Joseph Fiennes,Madeline Brewer,O-T Fagbenle,Ann Dowd,Samira Wiley,Alexis Bledel",,,,
Castle            ,,TV-14,8.2,"127,916",197,149,59,,"Comedy, Crime, Drama, Mystery, Romance",English,USA,2009 (USA),Beacon Pictures,Color,"Richard ""Rick"" Castle is a millionaire playboy who recently killed off his main character when a serial killer starts killing people like he does in his books. He teams up with New York police detective Kate Beckett to solve the case. He finds inspiration in Detective Beckett and starts shadowing her for his next book.","https://ia.media-imdb.com/images/M/MV5BMjM2NjU0ODU0NF5BMl5BanBnXkFtZTgwMDAwMzg5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",Andrew W. Marlowe,"Nathan Fillion,Stana Katic,Susan Sullivan,Jon Huertas,Seamus Dever,Molly C. Quinn,Tamala Jones,Penny Johnson Jerald,Ruben Santiago-Hudson",,,,
Justified            ,,TV-MA,8.6,"72,345",194,150,61,44,"Action, Crime, Drama, Romance, Thriller",English,USA,16 March 2010 (USA),FX Productions,Color,"U.S. Marshal Raylan Givens is a modern day nineteenth century-style lawman, enforcing his brand of justice in a way that puts a target on his back with criminals, and places him at odds with his bosses in the Marshal service. That conflict results in a reassignment for Givens to the U.S. District covering the town where he grew up. He is an anachronism, a tough, soft-spoken gentleman who finds his quarry fascinating, but never gives an inch. Dig under his placid skin and you'll find an angry man who grew up hard in rural Kentucky, with an outlaw father, who knows a lot more about who he doesn't want to be than who he really is.","https://ia.media-imdb.com/images/M/MV5BMjM0MDYzODA1MV5BMl5BanBnXkFtZTgwNDE5MTkxNDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Graham Yost,"Timothy Olyphant,Nick Searcy,Joelle Carter,Jacob Pitts,Erica Tazel,Walton Goggins,Natalie Zea,Jere Burns,David Meunier,Jonathan Kowalsky",,,,
Altered Carbon            ,,TV-MA,8.3,"68,731",60,382,54,60,"Drama, Sci-Fi, Thriller",English,USA,2 February 2018 (USA),Mythology Entertainment,Color,"ALTERED CARBON is set in a future where consciousness is digitized and stored in cortical stacks implanted in the spine, allowing humans to survive physical death by having their memories and consciousness ""re-sleeved"" into new bodies. The story follows specially trained ""Envoy"" soldier Takeshi Kovacs, who is downloaded from an off-world prison and into the body of a disgraced cop at the behest of Laurens Bancroft, a highly influential aristocrat. Bancroft was killed, and the last automatic backup of his stack was made hours before his death, leaving him with no memory of who killed him and why. While police ruled it a suicide, Bancroft is convinced he was murdered and wants Kovacs to find out the truth.","https://ia.media-imdb.com/images/M/MV5BMjQyOTE4NjE0M15BMl5BanBnXkFtZTgwMzcxMzY1NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Laeta Kalogridis,"Joel Kinnaman,James Purefoy,Martha Higareda,Chris Conner,Dichen Lachman,Ato Essandoh,Kristin Lehman,Trieu Tran,Renée Elise Goldsberry,Hiro Kanagawa,Waleed Zuaiter,Adam Busch,Marlene Forte,Hayley Law,Antonio Marziale,Zahf Paroo,Tamara Taylor,Fiona Vroom,Lisa Chandler",,,,
Unforgotten            ,,TV-MA,8.0,"4,311",140,18,5,45,"Crime, Drama, Mystery",English,UK,8 April 2018 (USA),Mainstreet Pictures,Color,"When the body of a young man is discovered in a derelict building, DCI Cassie Stuart is called in to investigate with her partner, DI Sunil Khan. Jimmy Sullivan was a homeless boy, murdered in 1976 when the building was a hostel. His diary implicates four suspects; a clergyman, an eminent entrepreneur, a community worker and a wheelchair-bound husband caring for his wife. Each has a secret to hide. As their lies unravel, the people they love most begin to wonder what else they might be capable of. Nothing in this case is black and white. Can you ever really know the people closest to you? What secrets have they buried?","https://ia.media-imdb.com/images/M/MV5BNmQ1ODc5MDEtZmE0MC00NzZmLTkwNDMtMjIyOWFjOGRjN2JlXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY268_CR3,0,182,268_AL_.jpg",Chris Lang,"Nicola Walker,Sanjeev Bhaskar,Jordan Long,Lewis Reeves,Peter Egan",,,,
True Detective            ,,TV-MA,9.0,"395,412",137,409,127,55,"Crime, Drama, Mystery, Thriller",English,USA,12 January 2014 (USA),Anonymous Content,Color,"In 2012, Louisiana State Police Detectives Rust Cohle and Martin Hart are brought in to revisit a homicide case they worked in 1995. As the inquiry unfolds in present day through separate interrogations, the two former detectives narrate the story of their investigation, reopening unhealed wounds, and drawing into question their supposed solving of a bizarre ritualistic murder in 1995. The timelines braid and converge in 2012 as each man is pulled back into a world they believed they'd left behind. In learning about each other and their killer, it becomes clear that darkness lives on both sides of the law.","https://ia.media-imdb.com/images/M/MV5BMmRlYmE0Y2UtNDk2Yi00NzczLWEwZTEtZmE2OTcyYzcxYmU5XkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_UY268_CR4,0,182,268_AL_.jpg",Nic Pizzolatto,"Matthew McConaughey,Colin Farrell,Woody Harrelson,Rachel McAdams,Michelle Monaghan,Taylor Kitsch,Michael Potts,Kelly Reilly,Tory Kittles,Vince Vaughn,Chris Kerson,Ritchie Coster,Christopher James Baker,Afemo Omilami,James Frain,J.D. Evermore,Andy Mackenzie,Dana Gourrier,Michael Irby,Abigail Spencer,Timothy V. Murphy,Yara Martinez,Adria Arjona,Madison Wolfe,Alain Uy,Jon Lindstrom,Mahershala Ali,Stephen Dorff,Carmen Ejogo,Ray Fisher,Kevin Dunn,W. Earl Brown,Joe Chrest,Michael Hyatt,Leven Rambin,Lera Lynn,Dane Rhodes,Rhys Wakefield,Alexandra Daddario,C.S. Lee,Lolita Davidovich,Tony Molina Jr.,Vinicius Machado,Trevor Larcom,Matt Battaglia,Solomon Shiv,Meghan Wolfe,Richard Meehan,David Morse,Rick Springfield,Jackson Beals,Glenn Fleshler,Michael Harney,Alex Fernandez,Erin Moriarty,Jim Klock,Gabriel Luna,Jack Topalian,Arthur Darbinyan,Garrett Kruithof,Agnes Albright,Emily Rios,Christian Campbell,Courtney Halverson,Don Yesso,Carla Vila,Benjamín Benítez,Robert Renderos,Ronnie Gene Blevins,Jay O. Sanders,Fred Ward,Lili Simmons,Shea Whigham,Christopher Berry,Brad Carter,Johnny McPhail,Charles Halford,Pedro Miguel Arce,Molly Hagan,Ashley Hinshaw,Alyshia Ochse,Miranda Rae Mayo,Brighton Sharbino,Weronika Rosati,Mark Chaet,Chet Grissom,Luke Edwards,Stevin Knight,Joseph Sikora,Jamison Jones,Anjul Nigam,Riley Smith,Ronny Cox,Cooper Roth,James Michael Smith,Corbin Pitts",,,,
One Tree Hill            ,,TV-14,7.7,"63,843",191,201,15,60,"Drama, Romance, Sport",English,USA,23 September 2003 (USA),Warner Bros. Television,Color,"This series follows the eventful lives of some high-school kids in Tree Hill, a small but not too quiet town in North Carolina, where the greatest source of pride is the high school basketball team, the Ravens, since living memory coached by old Whitey Durham. Its greatest talent ever was Dan Scott, who now runs a successful car dealership. The present talents are his two sons, Nathan Scott, a beautiful and popular athlete, the absolute star, who was molded and stifled by his proud dad, ambitious Dan Scott, who pushes him harder then even the coach approves of, but rather neglected by his spoiled, impulsive mother Deb, an alcoholic, and Lucas, abandoned at birth with his devoted mother, hard-working café-owner Karen Roe, who grew up with Dan's older but poor brother Keith as substitute father as a social reject, only playing hoops on a public yard in the park with street-kids, his passion being reading; when an incident forces the coach to replace suspended players, Lucas soon proves ...","https://ia.media-imdb.com/images/M/MV5BN2Y0NzRjOTQtNGNmYS00NjNiLWIwY2MtZWIyZDI5ZDhhZmI1XkEyXkFqcGdeQXVyODIxOTMwMjk@._V1_UY268_CR7,0,182,268_AL_.jpg",Mark Schwahn,"Bethany Joy Lenz,Sophia Bush,James Lafferty,Lee Norris,Paul Johansson,Chad Michael Murray,Hilarie Burton,Antwon Tanner,Barbara Alyn Woods,Jackson Brundage,Lisa Goldstein Kirsch,Barry Corbin,Moira Kelly",,,,
Downton Abbey            ,,TV-PG,8.7,"131,599",186,154,77,58,"Drama, Romance",English,UK,9 January 2011 (USA),Carnival Film & Television,Color,"Lord Grantham sees his family heritage, especially the grand country home Downton Abbey, as his mission in life. The death of his heir aboard the Titanic means distant cousin Matthew Crawley, a Manchester lawyer, suddenly is next in line and accepts moving onto the vast estate with his even more modernist, socially engaged mother, who clashes with his lordship's domineering, conservative mother, the dowager countess. Marrying off the daughters is another concern. Meanwhile, the butler presides over a staff which serves the family, but also lead most of their entire lives in the servants' quarters, intriguing amongst themselves.","https://ia.media-imdb.com/images/M/MV5BY2U1NmIwYzgtNjFkOS00YWUxLTg0YTMtZmE5NTA3YjRmY2NlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR3,0,182,268_AL_.jpg",Julian Fellowes,"Hugh Bonneville,Laura Carmichael,Jim Carter,Brendan Coyle,Michelle Dockery,Joanne Froggatt,Robert James-Collier,Phyllis Logan,Elizabeth McGovern,Sophie McShera,Lesley Nicol,Maggie Smith,Penelope Wilton,Kevin Doyle,Allen Leech,David Robb,Siobhan Finneran,Dan Stevens,Raquel Cassidy,Lily James",,,,
Forever My Girl,2018,PG,6.4,"1,657",126,19,21,108,"Drama, Music, Romance",English,USA,19 January 2018 (USA),LD Entertainment,Color,After being gone for a decade a country star returns home to the love he left behind.,"https://ia.media-imdb.com/images/M/MV5BMjAwNTA5NTYyNl5BMl5BanBnXkFtZTgwMDIzMzA2MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Bethany Ashton Wolf,"Alex Roe,Jessica Rothe,John Benjamin Hickey,Abby Ryder Fortson,Tyler Riggs,Peter Cambor,Gillian Vigman,Morgan Alexandria,Lauren Gros,James Rackley,Arielle Bowden,Jason Davis,Adam Drescher,Bella Lotz,Cody Alan","$5,500,000","$4,245,490","$16,349,705,",
Famous in Love            ,,TV-14,7.1,"3,930",182,25,4,42,"Drama, Romance",English,USA,18 April 2017 (USA),Farah Films,Color,"An ordinary college student's big break in a Hollywood blockbuster puts her in a tricky love triangle with her roommate and her co-star. Can she maintain her schooling, friendships, and her newfound stardom?","https://ia.media-imdb.com/images/M/MV5BNzA0ODk4NjEwNl5BMl5BanBnXkFtZTgwMzk5OTg4NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",I. Marlene King,"Bella Thorne,Charlie DePew,Georgie Flores,Carter Jenkins,Niki Koss,Keith Powers,Pepi Sonuga,Perrey Reeves,Shawn Christian,Vanessa Williams",,,,
Midnight Sun,2018,PG-13,6.2,"1,576",125,31,53,91,"Drama, Romance",English,USA,23 March 2018 (USA),Boies / Schiller Film Group,Color,"Based on the Japanese film, Midnight Sun centers on Katie, a 17-year-old sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.","https://ia.media-imdb.com/images/M/MV5BMjg0NjU1MjgyNF5BMl5BanBnXkFtZTgwNzc5NjYyNDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Scott Speer,"Bella Thorne,Patrick Schwarzenegger,Rob Riggle,Quinn Shephard,Ken Tremblett,Jenn Griffin,Nicholas Coombe,Tiera Skovbye,Paul McGillion,Austin Obiajunwa,Alex Pangburn,Guy Christie,Jerome Yoo,Kenneth Tynan,Ava Dewhurst",,"$4,003,993","$9,406,720,","$17,781,252,"
Jersey Shore            ,,TV-14,3.5,"21,601",179,59,8,,"Comedy, Drama, Reality-TV, Romance",English,USA,3 December 2009 (USA),495 Productions,Color,A reality-based look at the vapid lives of several New Jersey 20-somethings and their respective friends and/or hook-ups.,"https://ia.media-imdb.com/images/M/MV5BMjAxODg1Mzk0NV5BMl5BanBnXkFtZTcwNTgwODM3Mw@@._V1_UY268_CR3,0,182,268_AL_.jpg",Anthony Beltempo,"Sammi 'Sweetheart' Giancola,Nicole Polizzi,Mike 'The Situation' Sorrentino,Jenni 'Jwoww' Farley,Ronnie Ortiz-Magro,Vinny Guadagnino,Paul 'Pauly D' DelVecchio,Deena Nicole Cortese,Jionni LaValle,Angelina Pivarnick",,,,
Gossip Girl            ,,TV-14,7.4,"130,573",168,223,41,42,"Drama, Romance",English,USA,19 September 2007 (USA),17th Street Productions,Color,"Gossip Girl follows the lives of privileged teenagers on the upper east side. Serena Van Der Woodsen is a blonde and beautiful socialite, Everyone knows Serena. Blair Waldorf is Serena's best friend but it's always about Serena not Blair. Nate Archibald is Blair's boyfriend but ever since Serena came back from boarding school Nate has been acting strange? Chuck Bass a rich and arrogant person. Daniel Humphrey a loney boy from Brooklyn, NY who nobody knows. Follow the lives of this guilty pleasure show.","https://ia.media-imdb.com/images/M/MV5BNmQ4Zjg1YWYtMTA1Mi00ZGY1LTlmN2ItYTc5ODkzNTFmYWVhXkEyXkFqcGdeQXVyNjQ0OTk1ODg@._V1_UY268_CR13,0,182,268_AL_.jpg",Stephanie Savage,"Blake Lively,Leighton Meester,Penn Badgley,Chace Crawford,Ed Westwick,Kelly Rutherford,Matthew Settle,Taylor Momsen,Jessica Szohr,Zuzanna Szadkowski,Connor Paolo",,,,
Disobedience,2017,R,6.5,631,108,5,14,114,"Drama, Romance",English,Ireland,27 April 2018 (USA),Braven Films,Color,"From a screenplay by Sebastián Lelio and Rebecca Lenkiewicz, the film follows a woman as she returns to the community that shunned her decades earlier for an attraction to a childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality. Based on Naomi Alderman's book, the film stars Rachel Weisz, Rachel McAdams and Alessandro Nivola.","https://ia.media-imdb.com/images/M/MV5BMzYxNDI5OTcwMV5BMl5BanBnXkFtZTgwODc4MzE3NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Sebastián Lelio,"Rachel McAdams,Rachel Weisz,Alessandro Nivola,Anton Lesser,Cara Horgan,Nicholas Woodeson,Allan Corduner,Sophia Brown,Bernice Stegers,Bernardo Santos,Alexis Zegerman,Steve Furst,Dominic Applewhite,Mark Stobbart,David Olawale Ayinde",,,,
